user_number,face_id,tubeTypeIndex,pair_type,d
203,ID030,2,FaceLeft,2
203,ID030,2,FaceRight,2
205,ID015,1,FaceLeft,9
205,ID015,1,FaceRight,3
205,ID015,2,FaceLeft,2
205,ID015,2,FaceRight,1
205,ID015,3,FaceLeft,0
205,ID015,3,FaceRight,1
205,ID015,0,FaceLeft,6
205,ID015,0,FaceRight,1
205,ID030,0,FaceLeft,4
205,ID030,0,FaceRight,6
205,ID030,1,FaceLeft,0
205,ID030,1,FaceRight,2
205,ID030,3,FaceLeft,7
205,ID030,3,FaceRight,2
205,ID030,2,FaceLeft,1
205,ID030,2,FaceRight,7
207,ID030,0,FaceLeft,3
207,ID030,0,FaceRight,14
207,ID030,2,FaceLeft,5
207,ID030,2,FaceRight,3
207,ID030,1,FaceLeft,5
207,ID030,1,FaceRight,1
207,ID030,3,FaceLeft,5
207,ID030,3,FaceRight,0
207,ID015,2,FaceLeft,2
207,ID015,2,FaceRight,4
207,ID015,3,FaceLeft,10
207,ID015,3,FaceRight,12
207,ID015,1,FaceLeft,8
207,ID015,1,FaceRight,1
207,ID015,0,FaceLeft,3
207,ID015,0,FaceRight,5
208,ID015,0,FaceLeft,7
208,ID015,0,FaceRight,2
208,ID015,2,FaceLeft,2
208,ID015,2,FaceRight,18
208,ID015,3,FaceLeft,8
208,ID015,3,FaceRight,22
208,ID015,1,FaceLeft,2
208,ID015,1,FaceRight,9
208,ID030,0,FaceLeft,5
208,ID030,0,FaceRight,0
208,ID030,2,FaceLeft,0
208,ID030,3,FaceLeft,9
208,ID030,3,FaceRight,7
208,ID030,1,FaceLeft,0
208,ID030,1,FaceRight,3
209,ID030,0,FaceLeft,1
209,ID030,0,FaceRight,0
209,ID030,2,FaceLeft,2
209,ID030,2,FaceRight,2
209,ID030,1,FaceLeft,8
209,ID030,1,FaceRight,2
209,ID030,3,FaceLeft,3
209,ID030,3,FaceRight,2
209,ID015,0,FaceLeft,1
209,ID015,0,FaceRight,1
209,ID015,1,FaceLeft,2
209,ID015,1,FaceRight,3
209,ID015,3,FaceLeft,1
209,ID015,3,FaceRight,10
209,ID015,2,FaceLeft,2
209,ID015,2,FaceRight,2
212,ID030,1,FaceLeft,5
212,ID030,1,FaceRight,7
212,ID030,2,FaceLeft,4
212,ID030,2,FaceRight,0
212,ID030,0,FaceLeft,6
212,ID030,0,FaceRight,2
212,ID030,3,FaceRight,10
212,ID015,3,FaceLeft,10
212,ID015,0,FaceLeft,0
212,ID015,0,FaceRight,10
212,ID015,2,FaceLeft,1
212,ID015,2,FaceRight,3
212,ID015,1,FaceLeft,11
212,ID015,1,FaceRight,2
215,ID015,1,FaceLeft,0
215,ID015,1,FaceRight,3
215,ID015,0,FaceLeft,2
215,ID015,0,FaceRight,1
215,ID015,2,FaceLeft,2
215,ID015,2,FaceRight,0
215,ID015,3,FaceLeft,0
215,ID015,3,FaceRight,1
215,ID030,1,FaceLeft,2
215,ID030,1,FaceRight,0
215,ID030,0,FaceLeft,1
215,ID030,0,FaceRight,0
215,ID030,3,FaceLeft,0
215,ID030,3,FaceRight,1
215,ID030,2,FaceLeft,0
215,ID030,2,FaceRight,0
216,ID030,1,FaceLeft,5
216,ID030,1,FaceRight,2
216,ID030,2,FaceLeft,13
216,ID030,2,FaceRight,3
216,ID030,0,FaceLeft,0
216,ID030,0,FaceRight,4
216,ID030,3,FaceLeft,2
216,ID030,3,FaceRight,5
216,ID015,2,FaceLeft,18
216,ID015,2,FaceRight,3
216,ID015,0,FaceLeft,3
216,ID015,0,FaceRight,1
216,ID015,3,FaceLeft,0
216,ID015,3,FaceRight,2
216,ID015,1,FaceLeft,1
216,ID015,1,FaceRight,6
217,ID015,2,FaceLeft,6
217,ID015,2,FaceRight,4
217,ID015,3,FaceLeft,7
217,ID015,3,FaceRight,2
217,ID015,0,FaceLeft,8
217,ID015,0,FaceRight,7
217,ID015,1,FaceLeft,10
217,ID015,1,FaceRight,2
217,ID030,2,FaceLeft,8
217,ID030,2,FaceRight,7
217,ID030,1,FaceLeft,11
217,ID030,1,FaceRight,2
217,ID030,3,FaceLeft,0
217,ID030,3,FaceRight,1
217,ID030,0,FaceLeft,2
217,ID030,0,FaceRight,7
218,ID015,3,FaceLeft,6
218,ID015,3,FaceRight,7
218,ID015,2,FaceLeft,0
218,ID015,2,FaceRight,9
218,ID015,0,FaceLeft,3
218,ID015,0,FaceRight,1
218,ID015,1,FaceLeft,6
218,ID015,1,FaceRight,1
218,ID030,0,FaceLeft,1
218,ID030,0,FaceRight,1
218,ID030,1,FaceLeft,2
218,ID030,1,FaceRight,2
218,ID030,2,FaceLeft,6
218,ID030,2,FaceRight,2
218,ID030,3,FaceLeft,0
218,ID030,3,FaceRight,6
220,ID015,1,FaceLeft,6
220,ID015,1,FaceRight,20
220,ID015,0,FaceLeft,17
220,ID015,0,FaceRight,16
220,ID015,3,FaceLeft,8
220,ID015,2,FaceLeft,11
220,ID015,2,FaceRight,7
220,ID030,3,FaceRight,6
220,ID030,0,FaceLeft,5
220,ID030,0,FaceRight,9
220,ID030,1,FaceLeft,8
220,ID030,1,FaceRight,2
220,ID030,2,FaceLeft,0
220,ID030,2,FaceRight,0
221,ID030,3,FaceLeft,2
221,ID030,3,FaceRight,1
221,ID030,0,FaceLeft,2
221,ID030,0,FaceRight,1
221,ID030,2,FaceLeft,2
221,ID030,2,FaceRight,3
221,ID030,1,FaceLeft,1
221,ID030,1,FaceRight,2
221,ID015,1,FaceLeft,5
221,ID015,1,FaceRight,1
221,ID015,2,FaceLeft,7
221,ID015,2,FaceRight,0
221,ID015,0,FaceLeft,0
221,ID015,0,FaceRight,3
221,ID015,3,FaceLeft,0
221,ID015,3,FaceRight,6
222,ID015,1,FaceLeft,1
222,ID015,1,FaceRight,5
222,ID015,3,FaceLeft,4
222,ID015,3,FaceRight,1
222,ID015,2,FaceLeft,3
222,ID015,2,FaceRight,5
222,ID015,0,FaceLeft,1
222,ID015,0,FaceRight,3
222,ID030,0,FaceLeft,1
222,ID030,0,FaceRight,2
222,ID030,1,FaceLeft,3
222,ID030,1,FaceRight,3
222,ID030,2,FaceLeft,3
222,ID030,2,FaceRight,3
222,ID030,3,FaceLeft,0
222,ID030,3,FaceRight,3
225,ID030,0,FaceLeft,1
225,ID030,0,FaceRight,2
225,ID030,3,FaceLeft,1
225,ID030,3,FaceRight,10
225,ID030,2,FaceLeft,0
225,ID030,2,FaceRight,1
225,ID030,1,FaceLeft,2
225,ID030,1,FaceRight,0
225,ID015,1,FaceLeft,5
225,ID015,1,FaceRight,2
225,ID015,0,FaceLeft,5
225,ID015,0,FaceRight,0
225,ID015,2,FaceLeft,1
225,ID015,2,FaceRight,3
225,ID015,3,FaceRight,4
228,ID015,2,FaceLeft,0
228,ID015,2,FaceRight,0
228,ID015,1,FaceLeft,2
228,ID015,1,FaceRight,0
228,ID015,0,FaceLeft,1
228,ID015,0,FaceRight,1
228,ID015,3,FaceLeft,6
228,ID015,3,FaceRight,7
228,ID030,1,FaceRight,3
228,ID030,0,FaceLeft,1
228,ID030,0,FaceRight,0
228,ID030,3,FaceLeft,5
228,ID030,3,FaceRight,1
228,ID030,2,FaceLeft,2
228,ID030,2,FaceRight,2
231,ID030,0,FaceLeft,0
231,ID030,0,FaceRight,8
231,ID030,3,FaceLeft,1
231,ID030,3,FaceRight,6
231,ID030,2,FaceLeft,2
231,ID030,2,FaceRight,1
231,ID030,1,FaceRight,10
231,ID015,2,FaceLeft,8
231,ID015,2,FaceRight,3
231,ID015,3,FaceLeft,8
231,ID015,3,FaceRight,0
231,ID015,0,FaceLeft,6
231,ID015,0,FaceRight,1
231,ID015,1,FaceLeft,3
231,ID015,1,FaceRight,2
236,ID015,0,FaceLeft,3
236,ID015,0,FaceRight,1
236,ID015,3,FaceLeft,5
236,ID015,3,FaceRight,0
236,ID015,1,FaceLeft,0
236,ID015,1,FaceRight,0
236,ID015,2,FaceLeft,2
236,ID015,2,FaceRight,1
236,ID030,2,FaceLeft,2
236,ID030,2,FaceRight,0
236,ID030,0,FaceLeft,1
236,ID030,0,FaceRight,9
236,ID030,1,FaceLeft,3
236,ID030,1,FaceRight,3
236,ID030,3,FaceLeft,4
236,ID030,3,FaceRight,2
237,ID030,1,FaceLeft,2
237,ID030,1,FaceRight,8
237,ID030,2,FaceLeft,4
237,ID030,2,FaceRight,2
237,ID030,3,FaceLeft,3
237,ID030,3,FaceRight,1
237,ID030,0,FaceLeft,1
237,ID030,0,FaceRight,1
237,ID015,2,FaceLeft,11
237,ID015,2,FaceRight,1
237,ID015,0,FaceLeft,2
237,ID015,0,FaceRight,0
237,ID015,1,FaceLeft,1
237,ID015,1,FaceRight,0
237,ID015,3,FaceLeft,6
237,ID015,3,FaceRight,4
238,ID015,0,FaceLeft,2
238,ID015,0,FaceRight,3
238,ID015,1,FaceLeft,1
238,ID015,1,FaceRight,3
238,ID015,2,FaceLeft,1
238,ID015,2,FaceRight,11
238,ID015,3,FaceLeft,4
238,ID015,3,FaceRight,11
238,ID030,1,FaceLeft,1
238,ID030,1,FaceRight,16
238,ID030,2,FaceLeft,11
238,ID030,2,FaceRight,15
238,ID030,0,FaceLeft,1
238,ID030,0,FaceRight,5
238,ID030,3,FaceLeft,2
238,ID030,3,FaceRight,4
241,ID015,3,FaceLeft,6
241,ID015,3,FaceRight,2
241,ID015,0,FaceLeft,1
241,ID015,0,FaceRight,2
241,ID015,2,FaceLeft,1
241,ID015,2,FaceRight,4
241,ID015,1,FaceLeft,5
241,ID015,1,FaceRight,3
241,ID030,0,FaceLeft,3
241,ID030,0,FaceRight,4
241,ID030,3,FaceLeft,2
241,ID030,3,FaceRight,3
241,ID030,2,FaceLeft,5
241,ID030,2,FaceRight,4
241,ID030,1,FaceLeft,1
241,ID030,1,FaceRight,3
242,ID015,1,FaceLeft,3
242,ID015,1,FaceRight,1
242,ID015,2,FaceLeft,0
242,ID015,2,FaceRight,1
242,ID015,0,FaceLeft,1
242,ID015,3,FaceLeft,1
242,ID015,3,FaceRight,2
242,ID030,0,FaceLeft,1
242,ID030,2,FaceLeft,0
242,ID030,2,FaceRight,0
242,ID030,3,FaceLeft,1
242,ID030,3,FaceRight,1
242,ID030,1,FaceLeft,0
242,ID030,1,FaceRight,2
243,ID030,3,FaceLeft,10
243,ID030,3,FaceRight,14
243,ID030,1,FaceLeft,2
243,ID030,1,FaceRight,3
243,ID030,0,FaceLeft,1
243,ID030,0,FaceRight,0
243,ID030,2,FaceLeft,3
243,ID030,2,FaceRight,3
243,ID015,1,FaceLeft,6
243,ID015,1,FaceRight,1
243,ID015,3,FaceLeft,6
243,ID015,3,FaceRight,1
243,ID015,2,FaceLeft,1
243,ID015,2,FaceRight,1
243,ID015,0,FaceLeft,2
243,ID015,0,FaceRight,0
246,ID015,2,FaceLeft,1
246,ID015,2,FaceRight,2
246,ID015,0,FaceLeft,5
246,ID015,3,FaceLeft,7
246,ID015,3,FaceRight,2
246,ID015,1,FaceLeft,2
246,ID015,1,FaceRight,6
246,ID030,3,FaceLeft,8
246,ID030,3,FaceRight,1
246,ID030,0,FaceLeft,1
246,ID030,0,FaceRight,7
246,ID030,2,FaceLeft,2
246,ID030,2,FaceRight,6
246,ID030,1,FaceLeft,7
246,ID030,1,FaceRight,2
248,ID030,3,FaceLeft,3
248,ID030,3,FaceRight,8
248,ID030,1,FaceLeft,2
248,ID030,1,FaceRight,6
248,ID030,0,FaceLeft,3
248,ID030,0,FaceRight,5
248,ID030,2,FaceLeft,2
248,ID030,2,FaceRight,0
248,ID015,0,FaceLeft,3
248,ID015,0,FaceRight,3
248,ID015,2,FaceLeft,1
248,ID015,2,FaceRight,3
248,ID015,3,FaceLeft,2
248,ID015,3,FaceRight,4
248,ID015,1,FaceLeft,4
248,ID015,1,FaceRight,1
249,ID015,0,FaceLeft,2
249,ID015,0,FaceRight,1
249,ID015,1,FaceLeft,1
249,ID015,1,FaceRight,1
249,ID015,2,FaceLeft,1
249,ID015,2,FaceRight,0
249,ID015,3,FaceLeft,1
249,ID015,3,FaceRight,0
249,ID030,0,FaceLeft,2
249,ID030,0,FaceRight,3
249,ID030,1,FaceLeft,1
249,ID030,1,FaceRight,1
249,ID030,2,FaceLeft,1
249,ID030,2,FaceRight,0
249,ID030,3,FaceLeft,4
249,ID030,3,FaceRight,4
251,ID015,0,FaceLeft,2
251,ID015,0,FaceRight,1
251,ID015,1,FaceLeft,11
251,ID015,1,FaceRight,3
251,ID015,3,FaceLeft,3
251,ID015,3,FaceRight,3
251,ID015,2,FaceLeft,1
251,ID015,2,FaceRight,1
251,ID030,2,FaceLeft,2
251,ID030,2,FaceRight,2
251,ID030,1,FaceLeft,4
251,ID030,1,FaceRight,1
251,ID030,0,FaceLeft,0
251,ID030,0,FaceRight,1
251,ID030,3,FaceLeft,2
252,ID030,3,FaceLeft,4
252,ID030,3,FaceRight,11
252,ID030,2,FaceRight,11
252,ID030,0,FaceLeft,6
252,ID030,0,FaceRight,1
252,ID030,1,FaceLeft,2
252,ID030,1,FaceRight,3
252,ID015,2,FaceLeft,1
252,ID015,2,FaceRight,5
252,ID015,1,FaceRight,2
252,ID015,3,FaceLeft,2
252,ID015,3,FaceRight,0
252,ID015,0,FaceLeft,8
252,ID015,0,FaceRight,5
253,ID015,2,FaceLeft,10
253,ID015,2,FaceRight,2
253,ID015,3,FaceLeft,11
253,ID015,3,FaceRight,13
253,ID015,0,FaceLeft,3
253,ID015,0,FaceRight,6
253,ID015,1,FaceLeft,6
253,ID015,1,FaceRight,3
253,ID030,1,FaceLeft,2
253,ID030,1,FaceRight,5
253,ID030,2,FaceLeft,13
253,ID030,2,FaceRight,5
253,ID030,0,FaceLeft,5
253,ID030,0,FaceRight,9
253,ID030,3,FaceLeft,4
253,ID030,3,FaceRight,11
254,ID030,3,FaceLeft,35
254,ID030,0,FaceLeft,2
254,ID030,0,FaceRight,0
254,ID030,2,FaceLeft,2
254,ID030,2,FaceRight,9
254,ID030,1,FaceLeft,9
254,ID030,1,FaceRight,5
254,ID015,1,FaceLeft,7
254,ID015,1,FaceRight,4
254,ID015,3,FaceLeft,2
254,ID015,3,FaceRight,15
254,ID015,2,FaceLeft,3
254,ID015,2,FaceRight,1
254,ID015,0,FaceLeft,5
254,ID015,0,FaceRight,2
257,ID030,1,FaceLeft,4
257,ID030,1,FaceRight,13
257,ID030,0,FaceLeft,5
257,ID030,0,FaceRight,1
257,ID030,2,FaceLeft,3
257,ID030,2,FaceRight,7
257,ID030,3,FaceLeft,3
257,ID030,3,FaceRight,5
257,ID015,3,FaceLeft,3
257,ID015,3,FaceRight,1
257,ID015,0,FaceLeft,2
257,ID015,0,FaceRight,6
257,ID015,1,FaceLeft,3
257,ID015,1,FaceRight,4
257,ID015,2,FaceLeft,2
257,ID015,2,FaceRight,0
258,ID015,3,FaceLeft,7
258,ID015,3,FaceRight,5
258,ID015,0,FaceLeft,2
258,ID015,0,FaceRight,6
258,ID015,2,FaceLeft,7
258,ID015,2,FaceRight,6
258,ID015,1,FaceLeft,7
258,ID015,1,FaceRight,1
258,ID030,3,FaceLeft,6
258,ID030,3,FaceRight,4
258,ID030,0,FaceLeft,4
258,ID030,0,FaceRight,2
258,ID030,2,FaceLeft,6
258,ID030,2,FaceRight,0
258,ID030,1,FaceLeft,1
258,ID030,1,FaceRight,1
261,ID015,3,FaceLeft,3
261,ID015,3,FaceRight,1
261,ID015,2,FaceLeft,2
261,ID015,2,FaceRight,1
261,ID015,0,FaceLeft,4
261,ID015,0,FaceRight,1
261,ID015,1,FaceLeft,0
261,ID015,1,FaceRight,4
261,ID030,3,FaceLeft,2
261,ID030,3,FaceRight,2
261,ID030,0,FaceLeft,1
261,ID030,0,FaceRight,2
261,ID030,1,FaceLeft,0
261,ID030,1,FaceRight,0
261,ID030,2,FaceLeft,1
261,ID030,2,FaceRight,0
263,ID030,0,FaceLeft,0
263,ID030,0,FaceRight,2
263,ID030,2,FaceLeft,3
263,ID030,2,FaceRight,0
263,ID030,1,FaceLeft,3
263,ID030,1,FaceRight,5
263,ID030,3,FaceLeft,5
263,ID030,3,FaceRight,0
263,ID015,3,FaceLeft,1
263,ID015,3,FaceRight,2
263,ID015,2,FaceLeft,11
263,ID015,2,FaceRight,3
263,ID015,1,FaceLeft,5
263,ID015,1,FaceRight,3
263,ID015,0,FaceLeft,4
263,ID015,0,FaceRight,2
266,ID015,0,FaceLeft,3
266,ID015,0,FaceRight,6
266,ID015,2,FaceLeft,4
266,ID015,2,FaceRight,2
266,ID015,3,FaceLeft,1
266,ID015,3,FaceRight,4
266,ID015,1,FaceLeft,1
266,ID015,1,FaceRight,0
266,ID030,3,FaceRight,7
266,ID030,0,FaceLeft,2
266,ID030,0,FaceRight,0
266,ID030,2,FaceLeft,4
266,ID030,2,FaceRight,4
266,ID030,1,FaceLeft,0
266,ID030,1,FaceRight,4
267,ID015,1,FaceLeft,4
267,ID015,2,FaceLeft,1
267,ID015,2,FaceRight,6
267,ID015,3,FaceLeft,8
267,ID015,0,FaceLeft,6
267,ID015,0,FaceRight,1
267,ID030,2,FaceLeft,5
267,ID030,2,FaceRight,1
267,ID030,3,FaceLeft,12
267,ID030,3,FaceRight,23
267,ID030,0,FaceLeft,1
267,ID030,0,FaceRight,6
267,ID030,1,FaceLeft,4
267,ID030,1,FaceRight,10
268,ID030,3,FaceLeft,1
268,ID030,3,FaceRight,2
268,ID030,2,FaceLeft,3
268,ID030,2,FaceRight,2
268,ID030,0,FaceLeft,2
268,ID030,0,FaceRight,0
268,ID030,1,FaceLeft,1
268,ID030,1,FaceRight,1
268,ID015,3,FaceLeft,1
268,ID015,3,FaceRight,5
268,ID015,1,FaceLeft,3
268,ID015,1,FaceRight,3
268,ID015,0,FaceLeft,2
268,ID015,0,FaceRight,2
268,ID015,2,FaceLeft,1
268,ID015,2,FaceRight,4
269,ID030,1,FaceLeft,17
269,ID030,1,FaceRight,7
269,ID030,3,FaceLeft,10
269,ID030,3,FaceRight,15
269,ID030,0,FaceLeft,10
269,ID030,0,FaceRight,0
269,ID030,2,FaceLeft,6
269,ID030,2,FaceRight,10
269,ID015,1,FaceLeft,14
269,ID015,1,FaceRight,12
269,ID015,0,FaceLeft,6
269,ID015,0,FaceRight,2
269,ID015,3,FaceLeft,8
269,ID015,3,FaceRight,15
269,ID015,2,FaceLeft,7
270,ID015,0,FaceLeft,7
270,ID015,0,FaceRight,4
270,ID015,3,FaceLeft,1
270,ID015,3,FaceRight,11
270,ID015,2,FaceLeft,1
270,ID015,2,FaceRight,5
270,ID015,1,FaceLeft,1
270,ID015,1,FaceRight,12
270,ID030,3,FaceLeft,6
270,ID030,3,FaceRight,4
270,ID030,0,FaceLeft,3
270,ID030,0,FaceRight,0
270,ID030,1,FaceLeft,9
270,ID030,1,FaceRight,14
270,ID030,2,FaceLeft,2
270,ID030,2,FaceRight,1
271,ID015,2,FaceLeft,6
271,ID015,2,FaceRight,8
271,ID015,1,FaceLeft,3
271,ID015,1,FaceRight,8
271,ID015,0,FaceLeft,7
271,ID015,0,FaceRight,7
271,ID015,3,FaceLeft,6
271,ID015,3,FaceRight,2
271,ID030,1,FaceLeft,10
271,ID030,1,FaceRight,3
271,ID030,2,FaceLeft,8
271,ID030,2,FaceRight,0
271,ID030,0,FaceLeft,6
271,ID030,0,FaceRight,9
271,ID030,3,FaceLeft,13
271,ID030,3,FaceRight,3
272,ID030,3,FaceLeft,20
272,ID030,0,FaceLeft,10
272,ID030,0,FaceRight,2
272,ID030,1,FaceLeft,2
272,ID030,1,FaceRight,10
272,ID030,2,FaceLeft,10
272,ID030,2,FaceRight,8
272,ID015,2,FaceLeft,7
272,ID015,2,FaceRight,0
272,ID015,0,FaceLeft,1
272,ID015,0,FaceRight,7
272,ID015,1,FaceLeft,6
272,ID015,1,FaceRight,10
272,ID015,3,FaceLeft,3
276,ID030,0,FaceLeft,2
276,ID030,0,FaceRight,6
276,ID030,1,FaceLeft,4
276,ID030,1,FaceRight,12
276,ID030,2,FaceLeft,0
276,ID030,2,FaceRight,2
276,ID030,3,FaceRight,13
276,ID015,2,FaceLeft,4
276,ID015,2,FaceRight,11
276,ID015,0,FaceLeft,8
276,ID015,0,FaceRight,3
276,ID015,3,FaceLeft,7
276,ID015,3,FaceRight,6
276,ID015,1,FaceLeft,17
276,ID015,1,FaceRight,9
277,ID030,2,FaceLeft,17
277,ID030,2,FaceRight,19
277,ID030,0,FaceLeft,0
277,ID030,0,FaceRight,4
277,ID030,1,FaceLeft,11
277,ID030,1,FaceRight,1
277,ID030,3,FaceLeft,2
277,ID015,0,FaceLeft,2
277,ID015,0,FaceRight,1
277,ID015,3,FaceLeft,12
277,ID015,3,FaceRight,12
277,ID015,1,FaceLeft,5
277,ID015,1,FaceRight,4
277,ID015,2,FaceLeft,13
277,ID015,2,FaceRight,3
279,ID030,1,FaceLeft,3
279,ID030,1,FaceRight,8
279,ID030,2,FaceLeft,10
279,ID030,2,FaceRight,3
279,ID030,0,FaceLeft,5
279,ID030,0,FaceRight,4
279,ID030,3,FaceLeft,12
279,ID030,3,FaceRight,3
279,ID015,0,FaceLeft,1
279,ID015,0,FaceRight,9
279,ID015,3,FaceLeft,1
279,ID015,3,FaceRight,22
279,ID015,1,FaceLeft,19
279,ID015,1,FaceRight,8
279,ID015,2,FaceLeft,8
279,ID015,2,FaceRight,4
283,ID030,0,FaceLeft,1
283,ID030,0,FaceRight,1
283,ID030,3,FaceLeft,2
283,ID030,3,FaceRight,3
283,ID030,1,FaceLeft,0
283,ID030,1,FaceRight,0
283,ID030,2,FaceRight,2
283,ID015,3,FaceLeft,3
283,ID015,3,FaceRight,5
283,ID015,1,FaceLeft,4
283,ID015,1,FaceRight,1
283,ID015,2,FaceLeft,5
283,ID015,2,FaceRight,18
283,ID015,0,FaceLeft,5
283,ID015,0,FaceRight,4
284,ID015,0,FaceLeft,4
284,ID015,0,FaceRight,2
284,ID015,3,FaceLeft,10
284,ID015,3,FaceRight,5
284,ID015,2,FaceLeft,3
284,ID015,2,FaceRight,2
284,ID015,1,FaceLeft,5
284,ID015,1,FaceRight,1
284,ID030,0,FaceLeft,2
284,ID030,0,FaceRight,2
284,ID030,1,FaceLeft,1
284,ID030,1,FaceRight,2
284,ID030,3,FaceLeft,7
284,ID030,3,FaceRight,0
284,ID030,2,FaceLeft,4
284,ID030,2,FaceRight,3
287,ID030,3,FaceLeft,3
287,ID030,3,FaceRight,21
287,ID030,0,FaceLeft,3
287,ID030,0,FaceRight,7
287,ID030,1,FaceLeft,10
287,ID030,1,FaceRight,8
287,ID030,2,FaceLeft,7
287,ID030,2,FaceRight,12
287,ID015,1,FaceLeft,1
287,ID015,1,FaceRight,1
287,ID015,2,FaceLeft,1
287,ID015,2,FaceRight,5
287,ID015,0,FaceLeft,16
287,ID015,0,FaceRight,4
287,ID015,3,FaceLeft,1
287,ID015,3,FaceRight,12
291,ID030,1,FaceLeft,3
291,ID030,1,FaceRight,6
291,ID030,3,FaceLeft,0
291,ID030,3,FaceRight,1
291,ID030,2,FaceLeft,1
291,ID030,2,FaceRight,0
291,ID030,0,FaceLeft,3
291,ID030,0,FaceRight,1
291,ID015,0,FaceLeft,4
291,ID015,0,FaceRight,0
291,ID015,1,FaceLeft,1
291,ID015,1,FaceRight,1
291,ID015,2,FaceLeft,1
291,ID015,2,FaceRight,5
291,ID015,3,FaceLeft,5
291,ID015,3,FaceRight,1
293,ID030,2,FaceLeft,4
293,ID030,2,FaceRight,1
293,ID030,0,FaceLeft,1
293,ID030,0,FaceRight,0
293,ID030,3,FaceLeft,0
293,ID030,3,FaceRight,7
293,ID030,1,FaceLeft,1
293,ID030,1,FaceRight,11
293,ID015,1,FaceLeft,1
293,ID015,1,FaceRight,4
293,ID015,0,FaceLeft,1
293,ID015,0,FaceRight,1
293,ID015,3,FaceLeft,6
293,ID015,3,FaceRight,3
293,ID015,2,FaceLeft,1
293,ID015,2,FaceRight,1
295,ID030,0,FaceLeft,0
295,ID030,0,FaceRight,1
295,ID030,3,FaceLeft,4
295,ID030,3,FaceRight,1
295,ID030,1,FaceLeft,1
295,ID030,1,FaceRight,8
295,ID030,2,FaceLeft,5
295,ID030,2,FaceRight,2
295,ID015,1,FaceLeft,6
295,ID015,1,FaceRight,2
295,ID015,0,FaceRight,4
295,ID015,2,FaceLeft,2
295,ID015,2,FaceRight,4
295,ID015,3,FaceLeft,4
295,ID015,3,FaceRight,0
